system:index,ARO_ Sub D,ARO_Code,Assembly,Corporatio,Growth,NDBI,Pop,RO_Code,RO_Divisio,SC_F,SC_M,SC_P,ST_F,ST_M,ST_P,TOT_F,TOT_M,TOT_P,ac,ac_kn,ac_no,centroid_lat,centroid_lon,corporat_1,corporat_2,demandScore,growthMean,growthN,high_range,id,low_range,ndbiMean,ndbiN,popMean,popN,ward_id,ward_name,ward_name_,zone,zone_name,.geo,,,GymCount,CafeCount,OpportunityScore
46,ARO- Yeshwanthpura,21,154 - Rajarajeshwarinagar,North,-0.00556973037950159,0.0734503929247196,529.491041764475,8,RO- Jalahalli,852,854,1705,154,153,307,9925,10311,20236,Rajarajeshwarinagar,ರಾಜರಾಜೇಶ್ವರಿನಗರ,154,13.0235427502016,77.5546102826205,ಉತ್ತರ,2,0.771516654926636,-0.00556973037950159,0.467437372353602,29914,ward_369_final.66,19943,0.0734503929247196,0.864285988245794,529.491041764475,0.929999116867043,64,Yeshwanthpura,ಯಶವಂತಪುರ,Zone2,Yelahanka,"{""type"":""Polygon"",""coordinates"":[[[77.55088402323545,13.024507994015035],[77.55200771722768,13.02247015165794],[77.55209247270999,13.022309691111005],[77.5527657911037,13.02118594919048],[77.55289060559691,13.020980854998237],[77.55334096873405,13.020307496194514],[77.5533543510256,13.020280803193389],[77.55336773331557,13.020254023944977],[77.55361744830617,13.01978139596606],[77.55388946646208,13.01918832348842],[77.55434428635917,13.019817038305115],[77.55437551142752,13.019794745867078],[77.55463860634006,13.0198080944875],[77.55493738625881,13.019803678853856],[77.55517371571914,13.019817024143618],[77.55537435921943,13.01983036565267],[77.55548587626863,13.019843788672382],[77.55554377762664,13.019968637937144],[77.55557500236482,13.02004001348137],[77.55557946304101,13.02004445583602],[77.55583363382945,13.020597388674478],[77.55583809449547,13.02060183105582],[77.5560521187939,13.02107002080994],[77.55608780404836,13.021114616469383],[77.55609226470438,13.021132427881344],[77.5560967253602,13.021141355374674],[77.55618593844021,13.021301878785918],[77.5562929065799,13.02156495362884],[77.55638658015002,13.021801336997203],[77.55643564722732,13.021939561221767],[77.55648917492378,13.022073344088168],[77.55649363556402,13.022086670543068],[77.55649809620408,13.022100083252205],[77.55676555935979,13.022764506856678],[77.55690383878846,13.023125706145198],[77.55690383878844,13.023130105064627],[77.5569261419063,13.023179228630289],[77.55693060252935,13.023192555233415],[77.55701526687078,13.023451190767812],[77.55710447922827,13.023714273736084],[77.55711340046017,13.023745498538918],[77.5572204551881,13.02407543103486],[77.55731850113705,13.024365337426374],[77.55735418599305,13.024481267037897],[77.55747908290064,13.024887021723808],[77.557492464704,13.024927174727303],[77.55750584650579,13.02497172674271],[77.55738541023284,13.024927163433274],[77.55705541244033,13.026247008844289],[77.55667643419909,13.026157829736656],[77.55657830023164,13.026697433917336],[77.55611456798182,13.026759837770252],[77.5556017664193,13.02680442282852],[77.55569097988858,13.027517856345472],[77.55477680089679,13.027531255156793],[77.5547678794811,13.027535739345627],[77.5547678794811,13.027540224655999],[77.55478126160435,13.027789894517438],[77.55442904009614,13.02780775628751],[77.55445580442097,13.02718792512384],[77.5536308305651,13.027210215498513],[77.55364421282246,13.027129956582595],[77.55364421282246,13.027107616442287],[77.55365313432648,13.02703188541435],[77.55371112408558,13.026782140882395],[77.55372004558433,13.02676877248026],[77.55372004558433,13.026652845637752],[77.55378695680274,13.026264922654391],[77.55378695680274,13.026251553163563],[77.55379587829553,13.026193504839572],[77.55381809455888,13.026055280270361],[77.55384485902783,13.025859140724297],[77.5538537805161,13.025814548266354],[77.55385824125996,13.025778882602193],[77.55385824125996,13.025765426908828],[77.55386270200364,13.025747615923445],[77.55386270200364,13.025734246487863],[77.55387608423365,13.025649503212932],[77.55390284868894,13.025426539202448],[77.55390730943087,13.025413213478156],[77.55392069165562,13.025341839797502],[77.55394299536002,13.025234844308393],[77.55395637758056,13.025154586553374],[77.55397422053882,13.02507877146834],[77.5539831420169,13.02502969405496],[77.55400098497095,13.024940509682914],[77.55402774939678,13.024762140030301],[77.55357284076497,13.024708697905957],[77.55351939915822,13.024704210390132],[77.55352385991523,13.02460609753179],[77.55300212508753,13.024574860861941],[77.55275686952989,13.024552624125866],[77.55283270288483,13.024289518295895],[77.5528550068031,13.02416018462069],[77.55256514299013,13.024137856271675],[77.55235111211348,13.024146803837446],[77.55208355108326,13.024342999330079],[77.5516777912593,13.024673002261489],[77.55163318295561,13.024713104084443],[77.55140576780147,13.024846899935966],[77.55130316843083,13.025016330603679],[77.55119173473823,13.024953915708283],[77.5507725891313,13.024708650351874],[77.55088402323545,13.024507994015035]]]}",,,2,38,70
0000000000000000013a,ARO- K.G Halli,23,160 - Sarvagnanagar,North,6.29E-04,0.087099972338134,455.645793566155,9,RO- HBR Layout,1301,1284,2584,393,439,832,13982,14456,28238,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,13.0196325909628,77.6210540718393,ಉತ್ತರ,2,0.75389675759864,6.29E-04,0.521491070719167,29914,ward_369_final.314,19943,0.087099972338134,0.92518556042033,455.645793566155,0.799734420641977,27,K.G.Halli,ಕೆ.ಜಿ.ಹಳ್ಳಿ,Zone1,Byatarayanapura,"{""type"":""Polygon"",""coordinates"":[[[77.61774822939178,13.015665607438091],[77.61834134630841,13.01547386133022],[77.61847063401738,13.01569678435041],[77.61878279460129,13.015603214728351],[77.61888533273921,13.015830629289978],[77.6190012453044,13.016049113278164],[77.61933123705928,13.01591973937038],[77.61972810003425,13.015750367347644],[77.61991097122495,13.015661179061986],[77.62004917339519,13.015612108719905],[77.62010712909351,13.015567540945652],[77.62017400101601,13.015509514029423],[77.62044603383897,13.015464905044897],[77.62090976436885,13.015447125956387],[77.62109709173008,13.015384720592197],[77.62132445410475,13.015317773224526],[77.62138240914639,13.015206350006059],[77.6215340711428,13.015068125485076],[77.6217302261826,13.015407016069084],[77.62206912604063,13.015924190834548],[77.62190417800404,13.016022353478522],[77.62204683577954,13.016289917492973],[77.62175697457062,13.016450386663914],[77.62185513935195,13.016624281099755],[77.6222742836481,13.016441483862776],[77.6224838115045,13.0168160473358],[77.62260426580688,13.01707917993177],[77.62276475479317,13.016985459883465],[77.62301894929867,13.01687399563495],[77.62302340731273,13.016874037786554],[77.62302340731273,13.016882923197777],[77.62309473551365,13.017083562719355],[77.6231348576068,13.01722179573191],[77.62313931561626,13.01723969503394],[77.62319281171608,13.017413596542298],[77.62319281171607,13.017422481998556],[77.62321510175016,13.017507234049592],[77.62321955975644,13.017520561268938],[77.62324184978523,13.017609799270177],[77.6232641398096,13.01771680830828],[77.6232775138221,13.01778370530921],[77.62330426184234,13.017917413171263],[77.6233088072569,13.017930830920738],[77.6233088072569,13.017944202301754],[77.62332663926615,13.018046769897666],[77.62333109726801,13.018060183454304],[77.62334001327123,13.018109181217483],[77.62334001327123,13.018113667107157],[77.62334001327123,13.018118152996998],[77.62338905127622,13.018407957075649],[77.62341134127144,13.018537310185701],[77.62342025726828,13.018613051088295],[77.62342025726828,13.018622022908147],[77.62345146325168,13.018867231794959],[77.62346483724193,13.019041187833343],[77.62349158521762,13.019348813530119],[77.62350050120811,13.019411269700807],[77.62349604321297,13.019750175358773],[77.62349604321297,13.019901748934457],[77.62349158521762,13.019999880289694],[77.62348266922642,13.020138084438923],[77.62347821123056,13.02018264313666],[77.62346037924534,13.020436880900222],[77.62342025726828,13.020802454078806],[77.6233667612766,13.021105701497747],[77.62334447127256,13.021221609001147],[77.62331326525948,13.021404463566938],[77.62326859781395,13.021631875201246],[77.62317943769351,13.021948503591522],[77.62310810954628,13.02220266946334],[77.62303232334033,13.022434535810525],[77.62302340731273,13.022461281380073],[77.62277367084124,13.023098951985688],[77.62276921281729,13.023103395813353],[77.62261763989781,13.023402181395427],[77.62243031506762,13.023767830154847],[77.62240356683964,13.023816837337602],[77.62235452840515,13.023892636057766],[77.62226536756044,13.024053204004316],[77.62211370654957,13.024325156142897],[77.62206020993673,13.024418857147408],[77.62202454551404,13.024485724342222],[77.6218327616355,13.02480672995334],[77.62169901972186,13.025020795323979],[77.62167227132007,13.02505643060584],[77.62155636150545,13.025208118238908],[77.62143590608143,13.02535078710751],[77.62132445410475,13.025457828217636],[77.62129770561391,13.02548457749861],[77.62112829835772,13.025618330478313],[77.62103013294241,13.025689691320895],[77.6210212167562,13.025694092836702],[77.62092313866115,13.025769943990358],[77.62069568806194,13.025912632210787],[77.62049507310505,13.026028575187404],[77.62020074977389,13.026144487387946],[77.62005363152689,13.026202445410597],[77.61965231155219,13.0248379554566],[77.6202453310229,13.024695288758105],[77.62077156325529,13.02462842600727],[77.62074035652874,13.024445580211037],[77.62070023358189,13.023825775115442],[77.62061990023138,13.023326366808433],[77.62054411234976,13.022996355073492],[77.62137795106733,13.02283138432025],[77.62113275644667,13.021774586362126],[77.62072252410968,13.021877150130678],[77.62051290556013,13.020896095159852],[77.62041928513938,13.02055280904255],[77.61966568599391,13.020579561435264],[77.6190324525131,13.020637474018136],[77.61901016165062,13.020570577590538],[77.61900124530439,13.020472492882785],[77.6190057034776,13.02041007737266],[77.6190057034776,13.02040559145506],[77.6190057034776,13.020338734049485],[77.61899232895746,13.020138121490392],[77.61898341260982,13.02000880837214],[77.61898341260982,13.019990951032085],[77.61895220538753,13.019772398951249],[77.61892545633296,13.019607461403787],[77.61891653998003,13.019553977572215],[77.618889790917,13.019442439567056],[77.61887195820478,13.019384471666932],[77.6188630418476,13.019344359307139],[77.61884520913115,13.01927750598403],[77.61879616914632,13.019112530397564],[77.61879616914632,13.019108044531945],[77.61878279460129,13.01905900455042],[77.61876942005468,13.019000992869781],[77.61875158732339,13.01892516805398],[77.61873375458927,13.018862800858896],[77.61871146366765,13.018769163003777],[77.61868471455588,13.018666597539662],[77.61868471455588,13.018662111692443],[77.61866688181118,13.018590772968533],[77.61864450346089,13.018506016562156],[77.61858654700956,13.018296444432124],[77.61856871424929,13.018238477183255],[77.61847955040565,13.01796201262364],[77.6184750922116,13.017953084995069],[77.6184706340174,13.017935271999296],[77.61840821927987,13.017739116211011],[77.61839038649136,13.017685548822374],[77.6183502627069,13.017574144869258],[77.61833242990922,13.017498321106075],[77.61822989126772,13.017141591542362],[77.61820305462575,13.017061279866624],[77.61819859642077,13.017034581733032],[77.61818076359906,13.016972129430089],[77.61817630539319,13.016967687667467],[77.61813618153244,13.016851712473853],[77.6181138904925,13.01678930429859],[77.6181138904925,13.016784818530228],[77.61796676951826,13.016414729323493],[77.6179444784448,13.016356807172482],[77.6178954380676,13.016231949236085],[77.61789097985044,13.016227421244936],[77.61781519013161,13.01603571405067],[77.61774377116879,13.015852844189512],[77.61771256360288,13.015777067506793],[77.61770364715387,13.015745841742294],[77.61774822939178,13.015665607438091]]]}",,,1,23,43
000000000000000000df,ARO- Chickpete,15,164 - Gandhinagara,Central,-0.00145261133282243,0.10001990694163,500.420485423243,5,RO - Gandhinagara,124,121,245,70,88,158,12806,14812,27619,Gandhinagara,ಗಾಂಧಿನಗರ,164,12.9705392980573,77.5782777526231,ಕೇಂದ್ರ,1,0.797337090521103,-0.00145261133282243,0.503336591967232,28280,ward_369_final.222,18853,0.10001990694163,0.982829716774526,500.420485423243,0.87871799474644,58,Chickpete,ಚಿಕ್ಕಪೇಟೆ,Zone2,Gandhinagara,"{""type"":""Polygon"",""coordinates"":[[[77.57320187453566,12.971632012094952],[77.57312159482349,12.971484845017256],[77.57300117514848,12.971279700591575],[77.5728762953502,12.970882848226243],[77.57325093433174,12.970744589407005],[77.57349614554275,12.970668808853304],[77.5734158660393,12.970530609994839],[77.57331328659089,12.970102502812717],[77.57345154582563,12.97005346870232],[77.57350506548407,12.970124764543383],[77.57363886451944,12.970432462520938],[77.57420956372688,12.970200618754836],[77.57452621921713,12.970035594180302],[77.5744637801765,12.969736853841356],[77.5754269466426,12.969362258117124],[77.57487846570855,12.96835457785783],[77.57488292562483,12.96835005075411],[77.57544032632605,12.968037983708367],[77.57560980217946,12.967953205849213],[77.57561426206692,12.96794876494841],[77.5756409339392,12.967935392893676],[77.57580148973254,12.967855099543296],[77.57586838791255,12.967819438196782],[77.5761581921205,12.96767225846287],[77.57616265198634,12.96766781755024],[77.576506061128,12.96748054186196],[77.57668882747312,12.967386919358344],[77.57685830145661,12.967293259907104],[77.57707237349398,12.96717734895882],[77.57725959874689,12.967092648709007],[77.57738001389065,12.967039131072749],[77.57766990167403,12.966909800225016],[77.57798200024003,12.96676714035702],[77.57801767858666,12.966753684466656],[77.57803997754762,12.966744843442962],[77.57805335692207,12.966735917683561],[77.57821390929213,12.967043602456874],[77.57837437398767,12.96736464783446],[77.5784591097487,12.967534095895417],[77.57847248907359,12.967565261632814],[77.57854384544625,12.967707941400946],[77.57866425922306,12.96795765379753],[77.57867763852367,12.967979939136171],[77.58091160974857,12.966753723532253],[77.5810587790441,12.966655623553665],[77.58126838346773,12.966521817712312],[77.58129514145129,12.966508448993913],[77.58134865739943,12.96660655583815],[77.58179899484855,12.967435938169077],[77.581821293064,12.967471671990472],[77.581821293064,12.967480552572312],[77.58184805091673,12.967520725894222],[77.58190602624259,12.967627670453888],[77.58195508226433,12.967703491527034],[77.58196400153872,12.967712456731933],[77.58203981534267,12.967828365105223],[77.58208887130635,12.96790418633853],[77.58220027461012,12.968122685796434],[77.58223595162612,12.968198466578194],[77.58233852298437,12.968394641534811],[77.58233852298437,12.968399124977488],[77.58234298260653,12.968408047946241],[77.58234744222852,12.968421454359468],[77.58235636147197,12.968452664416178],[77.58236528071471,12.968474907590135],[77.58236974033582,12.968492797459009],[77.58237419995675,12.968501720436343],[77.58240541729833,12.968595306794136],[77.58241879615638,12.968631042661872],[77.58243217501283,12.968680056465454],[77.5824455538677,12.968711308907459],[77.58261501922578,12.969148243814598],[77.58260164039096,12.969157170061823],[77.58266407493991,12.969286489933362],[77.58298061932153,12.970124800198825],[77.58279340353883,12.970325475249325],[77.58283353997047,12.970383452169264],[77.5828379995731,12.970668802233718],[77.5828379995731,12.970802618615304],[77.5828379995731,12.97083383096329],[77.58284245917557,12.971310940407427],[77.58286921678663,12.9718415491201],[77.58272204984738,12.971984230022699],[77.5826729941584,12.972033342321948],[77.58230730562431,12.972291900671538],[77.58220919386517,12.972363309787411],[77.58212008872673,12.972425668166727],[77.58183913163319,12.972626399012356],[77.58166966511227,12.972746794380964],[77.5815046579926,12.972835933015856],[77.58148681937065,12.972849300512497],[77.58109445642025,12.973063374196483],[77.58108553707727,12.973067773013314],[77.58021152549802,12.973429018352444],[77.57942232964986,12.973790207683752],[77.57891391846084,12.974031019118367],[77.57822282886156,12.974320795716118],[77.57789726412162,12.973750089158855],[77.57754056721629,12.973281869979527],[77.57725959874689,12.972786866043428],[77.57706345383383,12.972488140066533],[77.57643470347007,12.972697709484825],[77.57661755737843,12.973058910003601],[77.57666652824587,12.973032126965636],[77.57685830145661,12.973522660978482],[77.57540464716668,12.973995283958295],[77.57534220861069,12.973785685950242],[77.57525301061382,12.9735984234274],[77.57510592121444,12.973562794351366],[77.5744637801765,12.972354318223108],[77.5737904157848,12.972608546696836],[77.57350506548407,12.972724468389892],[77.5734292459605,12.972755646886583],[77.57304577504306,12.972880547240006],[77.57259540275146,12.973009809110833],[77.57257756272475,12.972969718597932],[77.57245268245914,12.97273780011798],[77.57230112940276,12.972505975916858],[77.57320187453566,12.971632012094952]]]}",,,3,23,37
0000000000000000001a,ARO- JJR Nagar,8,168 - Chamrajapet,Central,1.43E-04,0.0941901377452777,513.828974508271,3,RO - Chamrajapet,379,360,739,20,23,43,12263,12965,25228,Chamrajapet,ಚಾಮರಾಜಪೇಟೆ,168,12.9625315614466,77.5473565099522,ಕೇಂದ್ರ,1,0.80316893914086,1.43E-04,0.517249272904055,28280,ward_369_final.24,18853,0.0941901377452777,0.956819358566329,513.828974508271,0.902370874249363,51,Old Guddadahalli,ಹಳೆ ಗುಡ್ಡದಹಳ್ಳಿ,Zone2,Gandhinagara,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[77.54517193625566,12.962236656979734],[77.5451674771546,12.962245575181838]]},{""type"":""Polygon"",""coordinates"":[[[77.54391445795297,12.963931134153318],[77.54393230248962,12.963908806290322],[77.54408835459276,12.963708153128307],[77.54412404360866,12.963663583617375],[77.54420880497644,12.963556556471067],[77.54422218834452,12.963538754549509],[77.54430686216615,12.9634317231904],[77.54437377893302,12.963342541186316],[77.54442276373082,12.963280079342237],[77.5444450693014,12.963284518451589],[77.54449414154124,12.96329792239516],[77.54453875264998,12.963311283335209],[77.54455213597917,12.96331132612272],[77.5445833637412,12.96324886886836],[77.54460120817278,12.963208782493764],[77.54467695950308,12.963150802674466],[77.54469480391995,12.963137354050694],[77.54472157054,12.963119594888486],[77.54474833715373,12.963097266789907],[77.54476172045827,12.963092826829188],[77.54477956486181,12.963083860924813],[77.54479740926257,12.963074981224961],[77.54493561580091,12.963003637735005],[77.54495346017715,12.962994671813602],[77.54507382217109,12.962941173384108],[77.54513181631305,12.962918887485191],[77.54514519957236,12.96291444749523],[77.54524325595366,12.962860906461842],[77.54525663919986,12.962856466463359],[77.54528340568751,12.962843103739122],[77.54535478295706,12.96280741231772],[77.54543053378477,12.962749432208676],[77.54547068345238,12.962727146722193],[77.54552421632049,12.96269145576443],[77.5455286773917,12.962691498733829],[77.54553313846272,12.9626825762599],[77.54553759953356,12.962669171065231],[77.54554652167474,12.962655808840164],[77.54552421632049,12.962593353165847],[77.54544391700888,12.962495253088187],[77.54541715055906,12.962468530033412],[77.54539493265148,12.962446250682062],[77.54535032187903,12.96240168354802],[77.54526556136311,12.96232586800929],[77.54517196608629,12.962236695120648],[77.54517642717131,12.96223216918558],[77.54520756728945,12.96218763876089],[77.54521202837309,12.962178716333622],[77.54547068345238,12.961808623270139],[77.54551529417755,12.961746122822353],[77.5455197552491,12.961737200407887],[77.54552421632049,12.961732760678807],[77.5455955934387,12.961621294658404],[77.54560442810339,12.961607928296269],[77.54564903877603,12.961536548721263],[77.54565349984232,12.961527626313465],[77.5457293379426,12.961416203303965],[77.54573826006872,12.961398358496039],[77.54574272113152,12.961393918767705],[77.54574272113152,12.961389436092588],[77.5457694875046,12.961349263494661],[77.54581847170044,12.961264560883324],[77.54596122552213,12.961023784714255],[77.54606820329909,12.96084541826764],[77.54607712539857,12.96082757349845],[77.54609496959546,12.960791883964188],[77.54610835274127,12.960774082129912],[77.54617526844672,12.960658177043266],[77.54617972949234,12.96064925466505],[77.54623763559812,12.960555586600398],[77.54625547976978,12.960515414454417],[77.54625547976978,12.960511018010541],[77.5462911681047,12.960448518125382],[77.54631793434851,12.960399466551463],[77.54637146681723,12.96029696699369],[77.5463803888929,12.960296966626341],[77.54641598971725,12.960292478288702],[77.54648290524143,12.960288035969269],[77.54719640596696,12.960230062727907],[77.54812385399039,12.960105172906797],[77.548378041478,12.960631395742281],[77.5484449558459,12.96079634666787],[77.54846271220093,12.96083651337226],[77.54851624365847,12.960849872609995],[77.54881057875426,12.960854336380034],[77.55025530254007,12.96093017650127],[77.55025976342537,12.960930133143965],[77.55032221580139,12.960934612295466],[77.55032667668405,12.960934568936846],[77.55035344197648,12.960934567401702],[77.55036236373923,12.960934566889255],[77.5503802072626,12.960934565863278],[77.55038466814301,12.96093909143101],[77.55068337179479,12.960889971131076],[77.55067891092614,12.96093458312349],[77.55072351960492,12.961295785307604],[77.55094201440964,12.961255639137697],[77.55104907496106,12.961603476881317],[77.55106237005516,12.961625756348711],[77.55105344834745,12.96162575687088],[77.55088848409605,12.9616837447854],[77.55040242419464,12.961781840880924],[77.55036682462034,12.961790726363914],[77.55035344197648,12.961795166747882],[77.55034005933106,12.96179969333764],[77.55030883315227,12.961808617447268],[77.55026422431051,12.96181749917526],[77.55020623279002,12.961835304018338],[77.54978708354379,12.961937920694455],[77.54961765654151,12.962018192100576],[77.54959535198702,12.9620271156317],[77.54956412560335,12.962062763711877],[77.54946161203694,12.962147471250727],[77.54930110639505,12.962312483280641],[77.54924757530759,12.962352572074877],[77.54919850512195,12.962361496841105],[77.54862330649782,12.962481924044592],[77.54885518816727,12.96360562174969],[77.54904246004118,12.9645509678456],[77.54906476470433,12.96467135714968],[77.54884180534519,12.964787234499529],[77.54883734440416,12.96479176062357],[77.54881503969635,12.964800597866589],[77.54879719592694,12.964809564248167],[77.54876596932372,12.964822970883747],[77.54873920365698,12.964863058910025],[77.54870351609152,12.964912112976414],[77.54869013325157,12.964934398418198],[77.5486812113574,12.964943364454491],[77.54860546269828,12.965045916740703],[77.54850732175063,12.965144025874446],[77.54850286079646,12.96514846578712],[77.5484983998421,12.965144026196452],[77.54849393888756,12.96513950039722],[77.54848501697798,12.965135104072132],[77.54785628299543,12.96482293450536],[77.54778945575086,12.964787293855716],[77.54748619601975,12.964684720397843],[77.54743266407654,12.964666877063905],[77.54725431155428,12.964604472400712],[77.54708488077219,12.964546464018465],[77.54704473167526,12.96453305994185],[77.54637146681722,12.96430124133456],[77.54633131746806,12.964292320007807],[77.54620640829097,12.964274478605228],[77.54600128753054,12.964238798640054],[77.54592999813897,12.964243287594806],[77.54581847170044,12.964247730266923],[77.54580508852047,12.964247687518128],[77.54568918836642,12.96425217756654],[77.54538601049839,12.964265555804884],[77.54537708834461,12.964265556023438],[77.54477064266038,12.964292306919427],[77.5447171094371,12.96428334252734],[77.54463680955485,12.964269982128519],[77.54459228595734,12.9642611079575],[77.5445833637412,12.96426110814378],[77.54449860265291,12.96424322193046],[77.54435147334844,12.964220944615542],[77.54428455656844,12.964189782119087],[77.54390553568358,12.964024754799471],[77.54388769114271,12.964011393085835],[77.54386538546268,12.963993505603753],[77.54391445795297,12.963931134153318]]]}]}",,,1,18,33
